RECORD_KEY,MASTER_660_ID,ORIGINE,NOVITA,COMUNE,TITOLO,TIPOLOGIA,INDIRIZZO,TARGET_RICERCA,STATO_RICERCA,LAT,LON,GEOCODE_DISPLAY,CATASTO_LOCAL_ID,CODICE_BELFIORE,FOGLIO_RAW,PARTICELLA,FONTE_CATASTO,URL_SEGNALE,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO_CATASTO
M660-142,142,MASTER_660,NO,Chiusa di San Michele,Vendita Appartamento Chiusa di San Michele. Trilocale in via Ex ...,APPARTAMENTO,via Ex,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/99338908/,2026-08-28T10:58:40.670504+00:00,2026-09-03T18:55:01.041927+00:00
M660-143,143,MASTER_660,NO,Chiusa di San Michele,"Appartamento all'asta via Susa 31, Chiusa di San Michele",APPARTAMENTO,via Susa 31,SI,MAPPALE_VERIFICATO,45.1057827,7.3230289,"31, Via Susa, Ponte Rosso, Chiusa di San Michele, Torino, Piemonte, 10050, Italia",IT.AGE.PLA.C655_000200.118,C655,000200,118,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127501016/,2026-08-28T10:58:40.670510+00:00,2026-09-03T18:55:01.041942+00:00
M660-144,144,MASTER_660,NO,Collegno,Vendita Appartamento Collegno. Quadrilocale in via Marco Minghetti 6 ...,APPARTAMENTO,via Marco Minghetti 6,SI,NESSUN_MAPPALE_AL_PUNTO,45.0764436,7.5724827,"Via Marco Minghetti, Leumann, Collegno, Torino, Piemonte, 10093, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128767440/,2026-08-28T10:58:40.670604+00:00,2026-09-03T19:07:56.129598+00:00
M660-145,145,MASTER_660,NO,Giaveno,Vendita Terratetto unifamiliare in via Villanova 23 Giaveno. Da ...,CASA_INDIPENDENTE_TERRATETTO,via Villanova 23,SI,NESSUN_MAPPALE_AL_PUNTO,45.0503101,7.3391394,"Via Villanova, Ruata Ollasio, Giaveno, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/121481530/,2026-08-28T10:58:40.670869+00:00,2026-09-03T19:07:56.700925+00:00
M660-146,146,MASTER_660,NO,Moncenisio,791 appartamenti in vendita a Moncenisio - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/appartamenti/vendita/moncenisio,2026-08-28T10:58:40.671115+00:00,2026-09-03T18:55:07.229398+00:00
M660-147,147,MASTER_660,NO,Moncenisio,Vendita Villa unifamiliare in via Moncenisio 62 Avigliana. Ottimo stato ...,VILLA,via Moncenisio 62,SI,MAPPALE_VERIFICATO,45.2047140,6.9823766,"Via Moncenisio, Moncenisio, Torino, Piemonte, Italia",IT.AGE.PLA.D553_004700.150,D553,004700,150,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/57586138/,2026-08-28T10:58:40.671122+00:00,2026-09-03T18:55:07.229427+00:00
M660-148,148,MASTER_660,NO,Moncenisio,Astalegale.net - Asta giudiziaria Abitazione di tipo civile Via ...,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.astalegale.net/Aste/Detail/B2391737-Abitazione-di-tipo-civile-Via-Moncenisio-n-8--Cesano-Maderno,2026-08-28T10:58:40.671128+00:00,2026-09-03T18:55:09.430653+00:00
M660-149,149,MASTER_660,NO,Moncenisio,Vendita Appartamento in via Moncenisio 6b. Montesilvano. Ottimo stato ...,APPARTAMENTO,via Moncenisio 6b,SI,MAPPALE_VERIFICATO,45.2047140,6.9823766,"Via Moncenisio, Moncenisio, Torino, Piemonte, Italia",IT.AGE.PLA.D553_004700.150,D553,004700,150,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131888184/,2026-08-28T10:58:40.671140+00:00,2026-09-03T18:55:09.430669+00:00
M660-150,150,MASTER_660,NO,Moncenisio,"Appartamento all'asta via Moncenisio, Gioia del Colle",APPARTAMENTO,via Moncenisio,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131966836/,2026-08-28T10:58:40.671146+00:00,2026-09-03T18:55:11.716472+00:00
M660-151,151,MASTER_660,NO,Oulx,Case in vendita a Oulx - Wikicasa,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.wikicasa.it/vendita-case/oulx/,2026-08-28T10:58:40.671165+00:00,2026-09-03T18:55:11.716504+00:00
M660-152,152,MASTER_660,NO,Reano,"Vendita Villa bifamiliare in regione Garrone, 3 Reano. Buono stato ...",VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/132005892/,2026-08-28T10:58:40.671380+00:00,2026-09-03T18:55:11.716512+00:00
M660-153,153,MASTER_660,NO,Rivoli,"Vendita Appartamento in via Alpi Carniche 8. Rivoli. Ottimo stato, su ...",APPARTAMENTO,via Alpi Carniche 8,SI,MAPPALE_VERIFICATO,45.0811705,7.5142045,"8, Via Alpi Carniche, Rivoli, Torino, Piemonte, 10098, Italia",IT.AGE.PLA.H355_000700.140,H355,000700,140,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131322842/,2026-08-28T10:58:40.671526+00:00,2026-09-03T18:55:11.716519+00:00
M660-154,154,MASTER_660,NO,San Didero,Case e appartamenti a San Didero. Immobili in vendita a San ... - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/san-didero,2026-08-28T10:58:40.671693+00:00,2026-09-03T18:55:13.856191+00:00
M660-155,155,MASTER_660,NO,San Giorio di Susa,Vendita Villa unifamiliare in via Carlo Carli San Giorio di Susa ...,VILLA,via Carlo Carli San Giorio di Susa,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/121674246/,2026-08-28T10:58:40.671776+00:00,2026-09-03T18:55:13.856221+00:00
M660-156,156,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Quadrilocale in via Susa 2 ...,APPARTAMENTO,via Susa 2,SI,MAPPALE_VERIFICATO,45.1295386,7.1730137,"2, Via Susa, La Balma, San Giorio di Susa, Torino, Piemonte, 10050, Italia",IT.AGE.PLA.H900_000200.178,H900,000200,178,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127240045/,2026-08-28T10:58:40.671783+00:00,2026-09-03T18:55:13.856231+00:00
M660-157,157,MASTER_660,NO,San Giorio di Susa,Vendita Villa unifamiliare in via carlo carli 156 San Giorio di Susa ...,VILLA,via carlo carli 156,SI,MAPPALE_VERIFICATO,45.1311563,7.1688500,"Via Carlo Carli, La Balma, San Giorio di Susa, Torino, Piemonte, 10053, Italia",IT.AGE.PLA.H900_000200.840,H900,000200,840,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/112138893/,2026-08-28T10:58:40.671789+00:00,2026-09-03T18:55:16.183414+00:00
M660-158,158,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Quadrilocale in via susa 2 ...,APPARTAMENTO,via susa 2,SI,MAPPALE_VERIFICATO,45.1295386,7.1730137,"2, Via Susa, La Balma, San Giorio di Susa, Torino, Piemonte, 10050, Italia",IT.AGE.PLA.H900_000200.178,H900,000200,178,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128602518/,2026-08-28T10:58:40.671795+00:00,2026-09-03T18:55:18.270567+00:00
M660-159,159,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Trilocale in via Combattenti ...,APPARTAMENTO,via Combattenti,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127949974/,2026-08-28T10:58:40.671801+00:00,2026-09-03T18:55:18.881242+00:00
M660-160,160,MASTER_660,NO,San Giorio di Susa,Vendita Villa bifamiliare in via Don Cesare Martinetti 20 San Giorio di ...,VILLA,via Don Cesare Martinetti 20,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/118363055/,2026-08-28T10:58:40.671807+00:00,2026-09-03T18:55:18.881260+00:00
M660-161,161,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Trilocale in via Don Cesare ...,APPARTAMENTO,via Don Cesare,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/103299940/,2026-08-28T10:58:40.671817+00:00,2026-09-03T18:55:19.426806+00:00
M660-162,162,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Trilocale in via Carlo Carli ...,APPARTAMENTO,via Carlo Carli,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/87529370/,2026-08-28T10:58:40.671823+00:00,2026-09-03T18:55:19.426823+00:00
M660-163,163,MASTER_660,NO,San Giorio di Susa,Vendita Appartamento San Giorio di Susa. Quadrilocale in via Carlo ...,APPARTAMENTO,via Carlo,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/119275725/,2026-08-28T10:58:40.671835+00:00,2026-09-03T18:55:19.426830+00:00
M660-164,164,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Moncenisio ...,APPARTAMENTO,via Moncenisio,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/107823685/,2026-08-28T10:58:40.671981+00:00,2026-09-03T18:55:19.426836+00:00
M660-165,165,MASTER_660,NO,Val della Torre,Vendita Appartamento Torino. Bilocale in via Val della Torre 78. Buono ...,APPARTAMENTO,via Val della Torre 78,SI,NESSUN_MAPPALE_AL_PUNTO,45.1263423,7.4911606,"Via Val della Torre, Grange di Brione, Caselette, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, 10091, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131509024/,2026-08-28T10:58:40.672159+00:00,2026-09-03T19:07:57.271188+00:00
M660-166,166,MASTER_660,NO,Val della Torre,"Vendita Rustico in via Ciaine, 53 Val della Torre. Da ristrutturare ...",RUSTICO_CASALE_BAITA,"via Ciaine, 53",SI,MAPPALE_VERIFICATO,45.1673503,7.4284455,"Via Trucco Rossato, Ciaine, Val della Torre, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, Italia",IT.AGE.PLA.L555_000300.126,L555,000300,126,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131531490/,2026-08-28T10:58:40.672165+00:00,2026-09-03T18:55:21.835078+00:00
M660-167,167,MASTER_660,NO,Villar Focchiardo,"Rustico, casale in Vendita in Via Preinera a Villar Focchiardo",RUSTICO_CASALE_BAITA,Via Preinera a Villar Focchiardo,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casa.it/immobili/54620897/,2026-08-28T10:58:40.672321+00:00,2026-09-03T18:55:24.030441+00:00
M660-168,168,MASTER_660,NO,Villar Focchiardo,Vendita Appartamento Villar Focchiardo. Quadrilocale in via Chiesali ...,APPARTAMENTO,via Chiesali,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131370234/,2026-08-28T10:58:40.672328+00:00,2026-09-03T18:55:24.030458+00:00
M660-169,169,MASTER_660,NO,Trana,12 locale commerciales in vendita a Trana - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/negozio-trana,2026-08-27T21:04:17.081116+00:00,2026-09-03T18:55:24.030469+00:00
M660-170,170,MASTER_660,NO,Susa,13 locale commerciales in vendita a Susa - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/negozio-susa,2026-08-28T05:06:35.531441+00:00,2026-09-03T18:55:24.030475+00:00
M660-171,171,MASTER_660,NO,Bardonecchia,Bardonecchia - Vendita case Piemonte - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/?q=bardonecchia,2026-08-21T12:20:59.475284+00:00,2026-09-03T18:55:24.030494+00:00
M660-172,172,MASTER_660,NO,Bardonecchia,Annunci di case in vendita a Bardonecchia centro città,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/vendita-case/luogo/Bardonecchia/,2026-08-21T12:20:59.475291+00:00,2026-09-03T18:55:24.030501+00:00
M660-173,173,MASTER_660,NO,Bruzolo,Case in vendita Bruzolo - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/bruzolo/,2026-08-21T12:20:59.475325+00:00,2026-09-03T18:55:24.030506+00:00
M660-174,174,MASTER_660,NO,Bussoleno,Case in vendita Bussoleno - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/bussoleno/,2026-08-21T12:20:59.475335+00:00,2026-09-03T18:55:24.030513+00:00
M660-175,175,MASTER_660,NO,Buttigliera Alta,Case in vendita Buttigliera Alta - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/buttigliera-alta/,2026-08-21T12:20:59.475356+00:00,2026-09-03T18:55:24.030519+00:00
M660-176,176,MASTER_660,NO,Caprie,Case in vendita Caprie - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/caprie/,2026-08-21T12:20:59.475387+00:00,2026-09-03T18:55:24.030524+00:00
M660-177,177,MASTER_660,NO,Caselette,Case in vendita Caselette - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/caselette/,2026-08-21T12:20:59.475408+00:00,2026-09-03T18:55:24.030529+00:00
M660-178,178,MASTER_660,NO,Chianocco,Case in vendita Chianocco - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chianocco/,2026-08-21T12:20:59.475423+00:00,2026-09-03T18:55:24.030534+00:00
M660-179,179,MASTER_660,NO,Chiusa di San Michele,Case in vendita Chiusa di San Michele - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chiusa-di-san-michele/,2026-08-21T12:20:59.475446+00:00,2026-09-03T18:55:24.030539+00:00
M660-180,180,MASTER_660,NO,Coazze,Case in vendita Coazze - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/coazze/,2026-08-21T12:20:59.475481+00:00,2026-09-03T18:55:24.030544+00:00
M660-181,181,MASTER_660,NO,Giaglione,Case in vendita Giaglione - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/giaglione/,2026-08-21T12:20:59.475534+00:00,2026-09-03T18:55:24.030549+00:00
M660-182,182,MASTER_660,NO,Gravere,Case in vendita Gravere - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/gravere/,2026-08-21T12:20:59.475569+00:00,2026-09-03T18:55:24.030555+00:00
M660-183,183,MASTER_660,NO,Mattie,Case in vendita Mattie - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/mattie/,2026-08-21T12:20:59.475590+00:00,2026-09-03T18:55:24.030560+00:00
M660-184,184,MASTER_660,NO,Mattie,"Casa Indipendente in vendita a Mattie via giordani, 3",CASA_INDIPENDENTE_TERRATETTO,via giordani 3,SI,MAPPALE_VERIFICATO,45.1185119,7.1264908,"Via Giordani, Giordani, Mattie, Torino, Piemonte, 10053, Italia",IT.AGE.PLA.F058_001000.191,F058,001000,191,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.trovacasa.it/annunci/to-tc-64869-72779648,2026-08-21T12:20:59.475598+00:00,2026-09-03T18:55:24.030566+00:00
M660-185,185,MASTER_660,NO,Meana di Susa,Case in vendita Meana di Susa - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/meana-di-susa/,2026-08-21T12:20:59.475614+00:00,2026-09-03T18:55:26.075631+00:00
M660-186,186,MASTER_660,NO,Mompantero,Case in vendita Mompantero - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/mompantero/,2026-08-21T12:20:59.475624+00:00,2026-09-03T18:55:26.075650+00:00
M660-187,187,MASTER_660,NO,Oulx,Annunci di case in vendita a Oulx centro città - Bakeca,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/vendita-case/luogo/oulx/,2026-08-21T12:20:59.475655+00:00,2026-09-03T18:55:26.075659+00:00
M660-188,188,MASTER_660,NO,Pianezza,Pianezza - Vendita case Piemonte - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/?q=pianezza,2026-08-21T12:20:59.475681+00:00,2026-09-03T18:55:26.075665+00:00
M660-189,189,MASTER_660,NO,Pianezza,Case indipendenti e ville a schiera in vendita Pianezza - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/ville-singole-e-a-schiera/torino/pianezza/,2026-08-21T12:20:59.475686+00:00,2026-09-03T18:55:26.075680+00:00
M660-190,190,MASTER_660,NO,Reano,Case in vendita Reano - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/reano/,2026-08-21T12:20:59.475775+00:00,2026-09-03T18:55:26.075685+00:00
M660-191,191,MASTER_660,NO,Rubiana,Case in vendita Rubiana - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/rubiana/,2026-08-21T12:20:59.475827+00:00,2026-09-03T18:55:26.075703+00:00
M660-192,192,MASTER_660,NO,San Giorio,Case in vendita San Giorio di Susa - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/san-giorio-di-susa/,2026-08-21T12:20:59.475844+00:00,2026-09-03T18:55:26.075709+00:00
M660-193,193,MASTER_660,NO,Sangano,Case in vendita Sangano - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/sangano/,2026-08-21T12:20:59.475857+00:00,2026-09-03T18:55:26.075714+00:00
M660-194,194,MASTER_660,NO,Val della Torre,Case in vendita Val della Torre - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/val-della-torre/,2026-08-21T12:20:59.475939+00:00,2026-09-03T18:55:26.075719+00:00
M660-195,195,MASTER_660,NO,Valgioie,Case in vendita Valgioie - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/valgioie/,2026-08-21T12:20:59.475958+00:00,2026-09-03T18:55:26.075724+00:00
M660-196,196,MASTER_660,NO,Villar Dora,Case in vendita Villar Dora - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/villar-dora/,2026-08-21T12:20:59.475968+00:00,2026-09-03T18:55:26.075729+00:00
M660-197,197,MASTER_660,NO,Villar Focchiardo,Case in vendita Villar Focchiardo - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/villar-focchiardo/,2026-08-21T12:20:59.475988+00:00,2026-09-03T18:55:26.075735+00:00
M660-198,198,MASTER_660,NO,Villarbasse,Case in vendita Villarbasse - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/villarbasse/,2026-08-21T12:20:59.476020+00:00,2026-09-03T18:55:26.075740+00:00
M660-199,199,MASTER_660,NO,Rivoli,Annunci di case in vendita a Rivoli centro città - Bakeca,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/vendita-case/luogo/Rivoli/,2026-08-22T17:17:15.502735+00:00,2026-09-03T18:55:26.075746+00:00
M660-200,200,MASTER_660,NO,Rivoli,Rivoli - Vendita case - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-italia/vendita/immobili/?q=rivoli,2026-08-22T17:17:15.502745+00:00,2026-09-03T18:55:26.075750+00:00
M660-201,201,MASTER_660,NO,Rosta,Case in vendita Rosta - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/rosta/,2026-08-22T17:17:15.502765+00:00,2026-09-03T18:55:26.075757+00:00
M660-202,202,MASTER_660,NO,Sant'Antonino di Susa,Case in vendita Sant'Antonino di Susa - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/sant-antonino-di-susa/,2026-08-22T17:17:15.502823+00:00,2026-09-03T18:55:26.075763+00:00
M660-203,203,MASTER_660,NO,Susa,Case in vendita Susa - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/susa/,2026-08-22T17:17:15.502847+00:00,2026-09-03T18:55:26.075768+00:00
M660-204,204,MASTER_660,NO,Bardonecchia,Case in vendita Bardonecchia - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/bardonecchia/,2026-08-23T09:11:13.222362+00:00,2026-09-03T18:55:26.075772+00:00
M660-205,205,MASTER_660,NO,Condove,Case in vendita Condove - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/condove/,2026-08-23T09:11:13.222521+00:00,2026-09-03T18:55:26.075776+00:00
M660-206,206,MASTER_660,NO,Trana,Case in vendita Trana - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/trana/,2026-08-23T09:11:13.222753+00:00,2026-09-03T18:55:26.075780+00:00
M660-207,207,MASTER_660,NO,Vaie,Case in vendita Vaie - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/vaie/,2026-08-23T09:11:13.222812+00:00,2026-09-03T18:55:26.075785+00:00
M660-208,208,MASTER_660,NO,Pianezza,Case in vendita Pianezza - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/pianezza/,2026-08-23T17:16:38.786987+00:00,2026-09-03T18:55:26.075790+00:00
M660-209,209,MASTER_660,NO,Bruzolo,Casa Indipendente in vendita a Bruzolo - TrovaCasa,CASA_INDIPENDENTE_TERRATETTO,Via Bologna 1,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.trovacasa.it/annunci/to-tc-96536-72839695,2026-08-27T21:04:17.079539+00:00,2026-09-03T18:55:26.075798+00:00
